id,accession,organism,collection_date,country,host,isolation_source,coded_by,protein_id,taxon_id,isolate
2060,QIS61122.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263432.1:21515..25336,1,1009,SARS-CoV-2/human/USA/WA-UW352/2020
2061,QIS61110.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263431.1:21524..25345,1,1009,SARS-CoV-2/human/USA/WA-UW351/2020
2062,QIS61098.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263430.1:21498..25319,1,1009,SARS-CoV-2/human/USA/WA-UW350/2020
2063,QIS61086.1,Severe acute respiratory syndrome coronavirus 2,2020-03-13 00:00:00,USA: IL,Homo sapiens,,MT263429.1:21550..25371,1,1009,SARS-CoV-2/human/USA/IL-UW349/2020
2064,QIS61074.1,Severe acute respiratory syndrome coronavirus 2,2020-03-13 00:00:00,USA: IL,Homo sapiens,,MT263428.1:21439..25260,1,1009,SARS-CoV-2/human/USA/IL-UW348/2020
2065,QIS61060.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263427.1:21470..25291,1,1009,SARS-CoV-2/human/USA/WA-UW347/2020
2066,QIS61050.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263426.1:21452..25273,1,1009,SARS-CoV-2/human/USA/WA-UW346/2020
2067,QIS61038.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263425.1:21501..25322,1,1009,SARS-CoV-2/human/USA/WA-UW345/2020
2068,QIS61026.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263424.1:21507..25328,1,1009,SARS-CoV-2/human/USA/WA-UW344/2020
2069,QIS61014.1,Severe acute respiratory syndrome coronavirus 2,2020-03-23 00:00:00,USA: WA,Homo sapiens,,MT263423.1:21489..25310,1,1009,SARS-CoV-2/human/USA/WA-UW343/2020
2070,QIS61002.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263422.1:21489..25310,1,1009,SARS-CoV-2/human/USA/WA-UW342/2020
2071,QIS60990.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263421.1:21560..25381,1,1009,SARS-CoV-2/human/USA/WA-UW341/2020
2072,QIS60978.1,Severe acute respiratory syndrome coronavirus 2,2020-03-20 00:00:00,USA: WA,Homo sapiens,,MT263420.1:21532..25353,1,1009,SARS-CoV-2/human/USA/WA-UW340/2020
2073,QIS60966.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263419.1:21514..25335,1,1009,SARS-CoV-2/human/USA/WA-UW339/2020
2074,QIS60954.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263418.1:21540..25361,1,1009,SARS-CoV-2/human/USA/WA-UW338/2020
2075,QIS60942.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263417.1:21538..25359,1,1009,SARS-CoV-2/human/USA/WA-UW337/2020
2076,QIS60930.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263416.1:21514..25335,1,1009,SARS-CoV-2/human/USA/WA-UW336/2020
2077,QIS60918.1,Severe acute respiratory syndrome coronavirus 2,2020-03-13 00:00:00,USA: MN,Homo sapiens,,MT263415.1:21489..25310,1,1009,SARS-CoV-2/human/USA/MN-UW335/2020
2078,QIS60906.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263414.1:21490..25311,1,1009,SARS-CoV-2/human/USA/WA-UW334/2020
2079,QIS60894.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263413.1:21532..25353,1,1009,SARS-CoV-2/human/USA/WA-UW333/2020
2080,QIS60882.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263412.1:21490..25311,1,1009,SARS-CoV-2/human/USA/WA-UW332/2020
2081,QIS60870.1,Severe acute respiratory syndrome coronavirus 2,2020-03-14 00:00:00,USA: CT,Homo sapiens,,MT263411.1:21512..25333,1,1009,SARS-CoV-2/human/USA/CT-UW331/2020
2082,QIS60858.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263410.1:21531..25352,1,1009,SARS-CoV-2/human/USA/WA-UW330/2020
2083,QIS60846.1,Severe acute respiratory syndrome coronavirus 2,2020-03-13 00:00:00,USA: WA,Homo sapiens,,MT263409.1:21198..25019,1,1009,SARS-CoV-2/human/USA/WA-UW379/2020
2084,QIS60834.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263408.1:21503..25324,1,1009,SARS-CoV-2/human/USA/WA-UW328/2020
2085,QIS60822.1,Severe acute respiratory syndrome coronavirus 2,2020-03-14 00:00:00,USA: CT,Homo sapiens,,MT263407.1:21287..25108,1,1009,SARS-CoV-2/human/USA/CT-UW327/2020
2086,QIS60810.1,Severe acute respiratory syndrome coronavirus 2,2020-03-13 00:00:00,USA: MN,Homo sapiens,,MT263406.1:21539..25360,1,1009,SARS-CoV-2/human/USA/MN-UW326/2020
2087,QIS60798.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263405.1:21507..25328,1,1009,SARS-CoV-2/human/USA/WA-UW325/2020
2088,QIS60786.1,Severe acute respiratory syndrome coronavirus 2,2020-03-24 00:00:00,USA: WA,Homo sapiens,,MT263404.1:21532..25353,1,1009,SARS-CoV-2/human/USA/WA-UW324/2020
2089,QIS60774.1,Severe acute respiratory syndrome coronavirus 2,2020-03-16 00:00:00,USA: WA,Homo sapiens,,MT263403.1:21532..25353,1,1009,SARS-CoV-2/human/USA/WA-UW323/2020
2090,QIS60762.1,Severe acute respiratory syndrome coronavirus 2,2020-03-23 00:00:00,USA: WA,Homo sapiens,,MT263402.1:21532..25353,1,1009,SARS-CoV-2/human/USA/WA-UW322/2020
2091,QIK02132.1,Severe acute respiratory syndrome coronavirus 2,2020-01-01 00:00:00,Hong Kong,Homo sapiens,nasopharyngeal swab,MT186683.1:21563..25384,1,1009,SARS-CoV-2/human/HKG/HK20/2020
2092,BCD57643.1,Severe acute respiratory syndrome coronavirus 2,2020-03-01 00:00:00,Japan,Homo sapiens,,LC542809.1:21563..25384,1,1009,TKYE6947_2020
2093,QIQ08769.1,Severe acute respiratory syndrome coronavirus 2,2020-02-26 00:00:00,Iran,Homo sapiens,nasopharyngeal swab,MT232872.1:<1..>158,1,1009,SARS-CoV-2/human/IRN/MHKN-2/2020
2094,QIQ08768.1,Severe acute respiratory syndrome coronavirus 2,2020-02-26 00:00:00,Iran,Homo sapiens,nasopharyngeal swab,MT232871.1:<1..>157,1,1009,SARS-CoV-2/human/IRN/MHKN-1/2020
2095,QII57161.1,Severe acute respiratory syndrome coronavirus 2,2020-02-02 00:00:00,China: Shanghai,Homo sapiens,throat swab,MT121215.1:21563..25384,1,1009,SARS-CoV-2/human/CHN/SH01/2020
2096,QIC53213.1,Severe acute respiratory syndrome coronavirus 2,2020-01-08 00:00:00,China,Homo sapiens,throat swab,MT093631.2:21550..25371,1,1009,SARS-CoV-2/human/CHN/WH-09/2020
2097,QIA20044.1,Severe acute respiratory syndrome coronavirus 2,2020-01-17 00:00:00,China: Yunnan,Homo sapiens,sputum,MT049951.1:21563..25384,1,1009,SARS-CoV-2/human/CHN/Yunnan-01/2020
2098,YP_009724390.1,Severe acute respiratory syndrome coronavirus 2,2019-12-01 00:00:00,China,Homo sapiens,,NC_045512.2:21563..25384,1,1009,Wuhan-Hu-1
2099,QHR63290.2,Severe acute respiratory syndrome coronavirus 2,2019-12-30 00:00:00,China: Wuhan,Homo sapiens,bronchoalveolar lavage fluid,MN996531.1:21550..25371,1,1009,WIV07
2100,QHR63280.2,Severe acute respiratory syndrome coronavirus 2,2019-12-30 00:00:00,China: Wuhan,Homo sapiens,bronchoalveolar lavage fluid,MN996530.1:21549..25370,1,1009,WIV06
2101,QHR63270.2,Severe acute respiratory syndrome coronavirus 2,2019-12-30 00:00:00,China: Wuhan,Homo sapiens,bronchoalveolar lavage fluid,MN996529.1:21551..25372,1,1009,WIV05
2102,QHR63260.2,Severe acute respiratory syndrome coronavirus 2,2019-12-30 00:00:00,China: Wuhan,Homo sapiens,bronchoalveolar lavage fluid,MN996528.1:21563..25384,1,1009,WIV04
2103,QHR63250.2,Severe acute respiratory syndrome coronavirus 2,2019-12-30 00:00:00,China: Wuhan,Homo sapiens,bronchoalveolar lavage fluid,MN996527.1:21530..25351,1,1009,WIV02
2104,YP_003858584.1,Bat coronavirus BM48-31/BGR/2008,2008-01-01 00:00:00,Bulgaria,Rhinolophus blasii,,NC_014470.1:21391..25170,1,1011,BtCoV/BM48-31/BGR/2008
2105,ADK66841.1,Bat coronavirus BM48-31/BGR/2008,2008-01-01 00:00:00,Bulgaria,Rhinolophus blasii,,GU190215.1:21391..25170,1,1011,BtCoV/BM48-31/BGR/2008
2106,QDF43815.1,Coronavirus BtRl-BetaCoV/SC2018,2016-08-01 00:00:00,China,Rhinolophus sp.,,MK211374.1:21455..25180,1,1012,BtRl-BetaCoV/SC2018
2107,QDF43825.1,Coronavirus BtRs-BetaCoV/YN2018B,2016-09-01 00:00:00,China,Rhinolophus affinis,,MK211376.1:21491..25261,1,1013,BtRs-BetaCoV/YN2018B
2108,QDF43830.1,Coronavirus BtRs-BetaCoV/YN2018C,2016-09-01 00:00:00,China,Rhinolophus affinis,,MK211377.1:21490..25215,1,1014,BtRs-BetaCoV/YN2018C
2109,QDF43835.1,Coronavirus BtRs-BetaCoV/YN2018D,2016-09-01 00:00:00,China,Rhinolophus affinis,,MK211378.1:21492..25217,1,1015,BtRs-BetaCoV/YN2018D
2110,QIQ54048.1,Pangolin coronavirus,2018-01-01 00:00:00,China,pangolin,,MT072864.1:21522..25331,1,1016,PCoV_GX-P2V
2111,QIA48641.1,Pangolin coronavirus,2017-01-01 00:00:00,China,Manis javanica (Malayan pangolin),,MT040336.1:21540..25343,1,1016,PCoV_GX-P5E
2112,QIA48632.1,Pangolin coronavirus,2017-01-01 00:00:00,China,Manis javanica (Malayan pangolin),,MT040335.1:21540..25343,1,1016,PCoV_GX-P5L
2113,QIA48623.1,Pangolin coronavirus,2017-01-01 00:00:00,China,Manis javanica (Malayan pangolin),,MT040334.1:21540..25337,1,1016,PCoV_GX-P1E
2114,QIA48614.1,Pangolin coronavirus,2017-01-01 00:00:00,China,Manis javanica (Malayan pangolin),,MT040333.1:21540..25343,1,1016,PCoV_GX-P4L
2115,ALK02457.1,SARS-like coronavirus WIV16,2013-07-21 00:00:00,China,Rhinolophus sinicus,feces,KT444582.1:21492..25259,1,1017,WIV16
2116,AGC94914.1,Bat coronavirus BtCoV/8-691/Pip_nat/ROU/2009,2009-01-01 00:00:00,Romania,Pipistrellus nathusii,,KC243391.1:<1005..1144,1,1034,BtCoV/8-691/Pip_nat/ROU/2009
2117,AGC94911.1,Bat coronavirus BtCoV/8-724/Pip_pyg/ROU/2009,2009-01-01 00:00:00,Romania,Pipistrellus pygmaeus,,KC243390.1:<1005..1144,1,1035,BtCoV/8-724/Pip_pyg/ROU/2009
2118,AGC94917.1,Bat coronavirus BtCoV/UKR-G17/Pip_nat/UKR/2011,2011-01-01 00:00:00,Ukraine,Pipistrellus nathusii,,KC243392.1:<1005..1144,1,1036,BtCoV/UKR-G17/Pip_nat/UKR/2011
2119,ACU31051.1,Bat SARS Cov Rs806/2006,2006-01-01 00:00:00,China,Rhinolophus sinicus,,FJ588692.1:1..3726,1,1055,Rs806
2120,AGC51116.1,Betacoronavirus BtCoV/KW2E-F93/Nyc_spec/GHA/2010,2011-01-01 00:00:00,Ghana,Nycteris sp.,,JX899383.1:917..4897,1,1063,BtCoV/KW2E-F93/Nyc_spec/GHA/2010
2121,AIA62340.1,BtRf-BetaCoV/HuB2013,2013-01-01 00:00:00,China,Rhinolophus ferrumequinum,,KJ473818.1:2896..6621,1,1109,BtRf-HuB2013
2122,QDF43820.1,Coronavirus BtRs-BetaCoV/YN2018A,2016-09-01 00:00:00,China,Rhinolophus affinis,,MK211375.1:21494..25222,1,1110,BtRs-BetaCoV/YN2018A
2123,ADX59466.1,Eidolon bat coronavirus/Kenya/KY24/2006,2006-08-01 00:00:00,Kenya,Eidolon helvum (bat),fecal swab,HQ728482.1:8035..11829,1,1162,BtKY24
2124,ADX59474.1,Rousettus bat coronavirus/Kenya/KY06/2006,2006-08-01 00:00:00,Kenya,Rousettus aegyptiacus,fecal swab,HQ728483.1:8047..11883,1,1173,BtKY06
2125,ALJ94036.1,SARS-like coronavirus BatCoV/BB9904/BGR/2008,2008-01-01 00:00:00,Bulgaria,Rhinolophus euryale,,KR559017.1:1..3789,1,1174,BatCoV/BB9904/BGR/2008
2126,AYR18688.1,Betacoronavirus sp.,2015-02-04 00:00:00,Viet Nam,Rattus argentiventer,,MH687978.1:23822..27898,1,1176,VZ_BetaCoV_22084_6
2127,AYR18679.1,Betacoronavirus sp.,2015-02-04 00:00:00,Viet Nam,Rattus argentiventer,,MH687977.1:23820..27896,1,1176,VZ_BetaCoV_22084_10
2128,AYR18670.1,Betacoronavirus sp.,2015-02-04 00:00:00,Viet Nam,Rattus argentiventer,,MH687976.1:23660..27736,1,1176,VZ_BetaCoV_22084_1
2129,AYR18661.1,Betacoronavirus sp.,2013-12-09 00:00:00,Viet Nam,Rattus argentiventer,,MH687975.1:20455..23874,1,1176,VZ_BetaCoV_22054_56
2130,AYR18652.1,Betacoronavirus sp.,2014-11-12 00:00:00,Viet Nam,Rattus argentiventer,,MH687974.1:23769..27845,1,1176,VZ_BetaCoV_20724_43
2131,AYR18643.1,Betacoronavirus sp.,2014-11-12 00:00:00,Viet Nam,Rattus argentiventer,,MH687973.1:23811..27887,1,1176,VZ_BetaCoV_20724_39
2132,AYR18634.1,Betacoronavirus sp.,2014-11-12 00:00:00,Viet Nam,Rattus argentiventer,,MH687972.1:23811..27887,1,1176,VZ_BetaCoV_20724_38
2133,AYR18625.1,Betacoronavirus sp.,2014-11-12 00:00:00,Viet Nam,Rattus argentiventer,,MH687971.1:23714..27790,1,1176,VZ_BetaCoV_20724_34_c13
2134,AYR18616.1,Betacoronavirus sp.,2014-11-12 00:00:00,Viet Nam,Rattus argentiventer,,MH687970.1:23606..27643,1,1176,VZ_BetaCoV_20724_34_c12
2135,AYR18607.1,Betacoronavirus sp.,2014-11-12 00:00:00,Viet Nam,Rattus argentiventer,,MH687969.1:23911..27987,1,1176,VZ_BetaCoV_20724_33
2136,AYR18599.1,Betacoronavirus sp.,2014-11-14 00:00:00,Viet Nam,Rattus argentiventer,,MH687968.1:23667..27704,1,1176,VZ_BetaCoV_16715_52
